	gold	narrative	brc	sum	ARG0	va_key	ARG1
596	china 's megacity wuhan battling pneumonia outbreak ** DECREE_DECLARE ** suspend public transportation cl	china 's megacity wuhan battling pneumonia outbreak ** DECREE_DECLARE ** suspend public transportation cl	540	1	china 's megacity wuhan battling pneumonia outbreak	DECREE_DECLARE	suspend public transportation cl
597	china 's railway operator ** AUTHORIZE_ADMIT ** passengers cancel tickets nationwide without charging fees	china 's railway operator ** AUTHORIZE_ADMIT ** passengers cancel tickets nationwide without charging fees	325	1	china 's railway operator	AUTHORIZE_ADMIT	passengers cancel tickets nationwide without charging fees
598	china @cdcgov ** CIRCULATE_SPREAD_DISTRIBUTE ** clinical guidance infectio	china @cdcgov ** CIRCULATE_SPREAD_DISTRIBUTE ** clinical guidance infectio	666	2	china @cdcgov	CIRCULATE_SPREAD_DISTRIBUTE	clinical guidance infectio
599	china @cdcgov ** CIRCULATE_SPREAD_DISTRIBUTE ** clinical guidance infectio	thx china ** CIRCULATE_SPREAD_DISTRIBUTE ** illness world	666	2	china @cdcgov	CIRCULATE_SPREAD_DISTRIBUTE	clinical guidance infectio
600	china forces wuhan people ** DRESS_WEAR ** masks	china forces wuhan people ** DRESS_WEAR ** masks	344	3	china forces wuhan people	DRESS_WEAR	masks
601	china forces wuhan people ** DRESS_WEAR ** masks	wuhancoronavirus priests diocese ** DRESS_WEAR ** face masks	344	3	china forces wuhan people	DRESS_WEAR	masks
602	china hundreds people infected wuhan coronavirus outbreak last year ** ADD ** china travel ban	china hundreds people infected wuhan coronavirus outbreak last year ** ADD ** china travel ban	789	6	china hundreds people infected wuhan coronavirus outbreak last year	ADD	china travel ban
603	china investors ** THINK ** potential	china investors ** THINK ** potential	326	4	china investors	THINK	potential
604	china investors ** THINK ** potential	financial markets across asia fell today ** MOVE-SOMETHING ** sharp drop stocks china investors pondered potential	326	4	china investors	THINK	potential
605	china locks cities ** REDUCE_DIMINISH ** virus outbreak	china locks cities ** REDUCE_DIMINISH ** virus outbreak	774	5	china locks cities	REDUCE_DIMINISH	virus outbreak
606	china locks cities ** REDUCE_DIMINISH ** virus outbreak	the second chinese city go lockdown control ** CIRCULATE_SPREAD_DISTRIBUTE ** new virus	774	5	china locks cities	REDUCE_DIMINISH	virus outbreak
607	china locks cities ** REDUCE_DIMINISH ** virus outbreak	third city china - ezhou - near huanggang - shut train stations ** STOP ** spread newly - discovered virus	774	5	china locks cities	REDUCE_DIMINISH	virus outbreak
608	china locks cities ** REDUCE_DIMINISH ** virus outbreak	we ** REQUIRE_NEED_WANT_HOPE ** bec 3 cities central china went lockdown curb spread deadly virus already claimed 17 lives	774	5	china locks cities	REDUCE_DIMINISH	virus outbreak
609	china locks cities ** REDUCE_DIMINISH ** virus outbreak	’s stockmarket ** PERFORM ** past viral outbreaks epidemic locks 3 chinese cities	774	5	china locks cities	REDUCE_DIMINISH	virus outbreak
610	china market ** SELL ** exotic animals food	china market ** SELL ** exotic animals food	327	4	china market	SELL	exotic animals food
611	china national health commission ** INFORM ** 8 deaths wuhanpneumonia 2020 - 01 - 23 1544	china national health commission ** INFORM ** 8 deaths wuhanpneumonia 2020 - 01 - 23 1544	541	2	china national health commission	INFORM	8 deaths wuhanpneumonia 2020 - 01 - 23 1544
612	china national health commission ** INFORM ** 8 deaths wuhanpneumonia 2020 - 01 - 23 1544	latest death toll ** INCREASE_ENLARGE_MULTIPLY ** 17 hubei province wuhan city	541	2	china national health commission	INFORM	8 deaths wuhanpneumonia 2020 - 01 - 23 1544
613	china person ’s death ** REMOVE_TAKE-AWAY_KIDNAP ** dignity	china person ’s death ** REMOVE_TAKE-AWAY_KIDNAP ** dignity	286	1	china person ’s death	REMOVE_TAKE-AWAY_KIDNAP	dignity
614	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	4 new cases coronavirus ** INFORM ** beijing prc it appears china writte	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
615	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	5 things ** KNOW ** chinese coronavirus outbreak	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
616	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	@cdcgov ** AFFIRM ** first u.s . case coronavirus china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
617	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	a new strain coronavirus ** COME-FROM ** china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
618	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	afp ** INFORM ** vietnam confirms first case new coronavirus wuhan china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
619	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	an outbreak new coronavirus china ** INCITE_INDUCE ** hundreds people infected	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
620	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	an outbreak new coronavirus china ** KILL ** least 17 people sickened 500 fueled fe	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
621	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	analyst ** AFFIRM ** china coronavirus outbreak ”	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
622	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	anyone ** KNOW ** huge coronavirus epidemic china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
623	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	at least 630 coronavirus cases ** AFFIRM ** 17 dead china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
624	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	breaking coronavirus death toll ** INCREASE_ENLARGE_MULTIPLY ** 17 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
625	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	cdc ** AFFIRM ** case coronavirus killed 17 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
626	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	cdc ** AFFIRM ** case coronavirus killed 9 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
627	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	cdc ** AFFIRM ** case coronavirus killed 9 china @cnbc	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
628	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	cdc ** AFFIRM ** first u.s . case deadly china virus	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
629	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	cdc ** AFFIRM ** first u.s . case deadly china virus trumptrain1111	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
630	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	china ** INFORM ** 17 people confirmed dead coronavirus outbreak.⁣	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
631	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	china coronavirus infected patient sars sick ** GO-FORWARD ** us cdc disease virus cdc	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
632	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
633	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	coronavirus ** AFFIRM ** beijing	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
634	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	coronavirus ** AFFIRM ** china death toll outbreak ris	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
635	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	coronavirus ** HIT ** two chinese patients hospitali	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
636	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	coronavirus ** KILL ** 17 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
637	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	coronavirus ** KILL ** 9 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
638	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	countries ** AFFIRM ** 2019-ncov novel coronavirus as hong kong	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
639	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	health organization ** AFFIRM ** early declare coronavirus outbreak china public h	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
640	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	singapore ** AFFIRM ** first case new china virus local media coronavirus ncov	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
641	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	suspected case coronavirus ** KILL ** 18 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
642	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	suspected coronavirus ** GO-FORWARD ** china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
643	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	texas officials ** AFFIRM ** there 's suspected case coronavirus killed 18 china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
644	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	the cdc ** DECREE_DECLARE ** first confirmed case chinese coronavirus u.s . the patient man	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
645	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	the first case novel coronavirus ** CONTRACT-AN-ILLNESS_INFECT ** around 300 people china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
646	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	the first case of the chinese coronavirus ** HIT ** the us cdc reports	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
647	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	the washington state man ** HUNT ** chinese coronavirus contact least 16 people	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
648	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	two confirmed cases coronavirus gansu province ** IMPLY ** three chinese administrative regions remain free fro	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
649	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	vietnam ** AFFIRM ** first case new coronavirus wuhan china	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
650	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	what ** KNOW ** — virus spreading china beyond @helenbranswell wuhan coronavirus	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
651	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	who ** AFFIRM ** coronavirus outbreak not international emergency - despite 600 reported china 10 ot	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
652	china quarantine 11 million people cdc ** AFFIRM ** first case coronavirus us	yanzhong huang coronavirus ** ESTABLISH ** another epidemic	836	68	china quarantine 11 million people cdc	AFFIRM	first case coronavirus us
653	china races ** CONTAIN ** deadly virus coronavirus coronavirusoutbreak	china races ** CONTAIN ** deadly virus coronavirus coronavirusoutbreak	857	1	china races	CONTAIN	deadly virus coronavirus coronavirusoutbreak
654	china releases info ** REQUIRE_NEED_WANT_HOPE ** us know 2 too many	china releases info ** REQUIRE_NEED_WANT_HOPE ** us know 2 too many	328	3	china releases info	REQUIRE_NEED_WANT_HOPE	us know 2 too many
655	china releases info ** REQUIRE_NEED_WANT_HOPE ** us know 2 too many	everyone ** REQUIRE_NEED_WANT_HOPE ** this china	328	3	china releases info	REQUIRE_NEED_WANT_HOPE	us know 2 too many
656	china releases info ** REQUIRE_NEED_WANT_HOPE ** us know 2 too many	i ** REQUIRE_NEED_WANT_HOPE ** cancel trip china	328	3	china releases info	REQUIRE_NEED_WANT_HOPE	us know 2 too many
657	china taking extreme measures ** STOP ** pandemi	china taking extreme measures ** STOP ** pandemi	542	1	china taking extreme measures	STOP	pandemi
658	china viewer ’s discretion ** PROPOSE ** upsetting	china viewer ’s discretion ** PROPOSE ** upsetting	287	8	china viewer ’s discretion	PROPOSE	upsetting
659	china virus wuhan residents ** TRY ** flee travel ban	china virus wuhan residents ** TRY ** flee travel ban	543	3	china virus wuhan residents	TRY	flee travel ban
660	china virus wuhan residents ** TRY ** flee travel ban	mass exodus wuhan citizens ** LEAVE_DEPART_RUN-AWAY ** city china wuhancoronavirus wuhan coronavirusoutbreak	543	3	china virus wuhan residents	TRY	flee travel ban
661	china virus wuhan residents ** TRY ** flee travel ban	this ** AFFIRM ** people trying leave wuhan coronavirusoutbreak	543	3	china virus wuhan residents	TRY	flee travel ban
662	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china ** EXTEND ** wuhan coronavirus quarantine	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
663	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china closing cities ** STOP ** wuhan virus - hk wuhanpneumonia coronavirus	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
664	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china coronavirus another city ** JOIN_CONNECT ** wuhan quarantine lockdown beijing tries contain deadly outbreak	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
665	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china coronavirus three cities ** JOIN_CONNECT ** wuhan quarantine lockdown beijing	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
666	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china quarantines ** TRY ** stem coronavirus outbreak di	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
667	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
668	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	chinese ** TRY ** stop coronavirus spread	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
669	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	chinese authorities botch response viral pneumonia outbreak ** OBTAIN ** concerns	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
670	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	city government ** CONTAIN ** wuhancoronavirus outbreak	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
671	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	coronavirus ** CIRCULATE_SPREAD_DISTRIBUTE ** china 's wuhan dangerous	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
672	china ’s coronavirus quarantine panic facts and coincidence ** BEGIN ** city whe	coronavirus cover - up china ** SPEAK ** avoid wuhan	788	28	china ’s coronavirus quarantine panic facts and coincidence	BEGIN	city whe
